"","OBJECTID","FS_UNIT_NA","FS_UNIT_ID","PHYSIOGNOM","USGS_ANDER","USGS_AND_1","LOCAL_ANDE","SAF_COVER_","SRM_COVER_","NVCS_CLASS","NVCS_SUBCL","NVCS_FORMA","NVCS_DIVIS","NVCS_MACRO","NVCS_GROUP","NVCS_ALLIA","NVCS_ASSOC","CULTURAL_C","CULTURAL_S","CULTURAL_F","CULTURAL_1","CULTURAL_G","CULTURAL_2","CULTURAL_T","CULTURAL_3","NVCS_LEGAC","AGGREGATIO","REGIONAL_D","REG_DOMINA","TOTAL_VEGE","TREE_CFA_C","TREE_CFA_V","SHRUB_CFA_","SHRUB_CFA1","CONIFER_CF","HARDWOOD_C","HERBACEOUS","OS_TREE_DI","OS_TREE__1","OS_TREE__2","REGIONAL_1","HARDWOOD_1","TREE_CFA_1","OS_TREE__3","OS_TREE__4","OS_TREE__5","REGIONAL_2","HERBACEO_1","SHRUB_CF_1","LOCAL_CLAS","LOCAL_CL_1","LOCAL_CL_2","LOCAL_CL_3","LOCAL_CL_4","LOCAL_CL_5","LOCAL_OS_T","LOCAL_OS_1","LOCAL_OS_2","MAP_UPDATE","UPDATE_COM","SOURCE_DAT","SOURCE_D_1","SOURCE_D_2","REV_DATE","DATA_SOURC","ACCURACY","ECOREGION_","ECOREGION1","ECOREGIO_1","ECOREGIO_2","ECOREGIO_3","CALVEGZONE","TILE","COVERTYPE","R05_DATA_S","CAUSE_DATE","PROD","CANOPYSTRU","REFORESTAT","ORIGIN_YEA","CWHR_LIFEF","CWHR_TYPE","CWHR_SIZE","CWHR_DENSI","SOURCE_D_3","CON_CFA","HDW_CFA","SHB_CFA","TOTAL_TREE","OS_TREE__6","OS_TREE__7","ORIG_FID","combined_c","tree_shrub","prefire","postfire","centroid_l","Shape_Leng","Shape_Area","random_sor","aspect_30m","cwd","dem_30m","insolation_30m","rain_30m","rdnbr_2007","slope_30m","tmax_30m","tmean_30m","tmin_30m","TPI_five_30m","TPI_queen_30m","TWI_30m","vpd_aug","vpd_jan","years_since_burn_30m"
"683","684",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"80",0,NA,0,"20",NA,NA,"25",0,NA,"QC","40","40","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_HDW","MHW","4","D","2010/07/01","15","45",NA,"65","25","15","3632","_20_","80_","75_100","75_100","34.7030113035621, -119.643380493428",475.691293605,8520.13897614,0.414198,64.9160229076039,707.822204589844,1698.94099564986,1179118.44318182,1082.47998046875,81.6094425374811,32.4927675073797,17.8400001525879,12.25,6.65000009536743,-0.249601724472913,-0.0612466226924549,5.76748184724288,28.8584128293124,8.71674286235463,86
"684","685",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"80",0,NA,0,"20",NA,NA,"25",0,NA,"QC","40","40","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_HDW","MHW","4","D","2010/07/01","15","45",NA,"65","25","15","3632","_20_","80_","75_100","75_100","34.7067094969444, -119.647844556309",894.064560232,18908.0343953,0.363232,73.4218313043768,745.255814985795,1671.8666936701,1352741.03409091,967.150024414062,172.681569186124,26.5208365700462,18.9400005340576,13.1000003814697,7.25,-0.363590737466108,-0.132545316411944,6.62060206586664,30.3712988766757,8.7568360675465,86
"685","686",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"80",0,NA,0,"20",NA,NA,"25",0,NA,"QC","40","40","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_HDW","MHW","4","D","2010/07/01","15","45",NA,"65","25","15","3632","_20_","80_","25_75","25_75","34.710362059139, -119.6641320034",1314.15869782,41594.6201733,0.831622,89.5819334586461,795.712341308594,1503.08592478434,1274655.6796875,1016.07000732422,275.515678922335,23.3704403241475,19.4500007629395,13.4799995422363,7.51000022888184,-0.448304635627816,-0.166820952028502,6.06745498379072,33.2723701000214,8.69433802366257,86
"686","687",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"80",0,NA,0,"20",NA,NA,"25",0,NA,"QC","40","40","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_HDW","MHW","4","D","2010/07/01","15","45",NA,"65","25","15","3632","_20_","80_","25_75","25_75","34.7139014855049, -119.6475671855",1220.0037587,19799.9995398,0.859666,77.7613432747977,786.935735793341,1471.78318568638,1284774.94940476,807.890014648438,197.920279003325,26.7020731426421,19.5599994659424,12.9499998092651,6.34000015258789,-0.811904512523186,-0.314212375719632,6.91896513530186,32.4318417140416,8.80422969091506,86
"687","688",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"80",0,NA,0,"20",NA,NA,"25",0,NA,"QC","40","40","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_HDW","MHW","4","D","2010/07/01","15","45",NA,"65","25","15","3632","_20_","80_","25_75","25_75","34.7137487653114, -119.652241796166",2229.99980634,75800.0290829,0.0245307,124.651664251305,767.092335160956,1573.21547763319,1144718.11295181,840.509534720915,166.459563427661,30.4898878120514,19.4330117329057,12.9807228180299,6.52638566350362,-0.501905735023881,-0.182326741314617,5.27202372378614,32.4835985252656,8.73722569339247,86
"688","689",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"80",0,NA,0,"20",NA,NA,"25",0,NA,"QC","40","40","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_HDW","MHW","4","D","2010/07/01","15","45",NA,"65","25","15","3632","_20_","80_","25_75","25_75","34.7167250675061, -119.786583927724",1230.00025853,35500.0007036,0.00965771,58.4658244939951,753.700908954327,1729.98177083333,1147756.35416667,1183.91441619091,138.747510714409,29.1819118597569,17.6506264026348,12.4996296320206,7.33866112048809,-0.322679148795895,-0.127202830778865,5.32656861574222,25.6995306259547,8.6539874688173,84
"689","690",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"80",0,NA,0,"20",NA,NA,"25",0,NA,"QC","40","40","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_HDW","MHW","4","D","2010/07/01","15","45",NA,"65","25","15","3632","_20_","80_","75_100","25_75","34.7195855829823, -119.790721839681",2127.64294512,63739.8897712,0.09579,248.107837116017,757.758340274586,1597.68578742532,1269537.81617647,1215.98181511374,165.863863888909,26.6232715494492,18.0584321583019,12.487009749693,6.91406850253834,-0.386466834201094,-0.143658031517749,5.76040839097079,27.3842271356022,8.53825672935037,84
"690","691",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"80",0,NA,0,"20",NA,NA,"25",0,NA,"QC","40","40","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_HDW","MHW","4","D","2010/07/01","15","55",NA,"75","25","15","3633","_20_","80_","1_25","1_25","34.7027367500132, -119.642234658231",589.999328063,8100.00901112,0.664697,253.739122390747,715.490501403809,1739.09391784668,1193373.65625,1082.47998046875,84.4171528816223,30.6044654846191,17.8400001525879,12.25,6.65000009536743,3.44858638942242,1.32122993282974,3.36975508928299,28.9177529811859,8.76030778884888,86
"691","692",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"80",0,NA,0,"20",NA,NA,"25",0,NA,"QC","40","40","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_HDW","MHW","4","D","2010/07/01","15","55",NA,"75","25","15","3633","_20_","80_","25_75","25_75","34.7037066266389, -119.634966987953",710.00213389,10625.0014489,0.16829,80.5136485497157,714.266459147135,1659.5197652181,1081088.41666667,1011.97114054362,152.023502985636,30.6653833389282,18.3533339500427,12.601388613383,6.83944431940715,0.383048725624879,0.166237726807594,4.74748988946279,28.8870774904887,8.62880078951518,86
"692","693",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"80",0,NA,0,"20",NA,NA,"25",0,NA,"QC","40","40","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_HDW","MHW","4","D","2010/07/01","15","55",NA,"75","25","15","3633","_20_","80_","25_75","25_75","34.7057323867965, -119.641824781466",1510.00157198,18499.9904115,0.271741,79.4507737593217,749.99638782848,1624.21896084872,1425580.48295455,939.840026855469,199.89301889593,14.2425702485171,19.4099998474121,13.4799995422363,7.55000019073486,-0.123083248152398,-0.0529822139069438,5.77768788554452,30.4122669046575,9.0956132628701,86
"693","694",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"80",0,NA,0,"20",NA,NA,"25",0,NA,"QC","40","40","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_HDW","MHW","4","D","2010/07/01","15","55",NA,"75","25","15","3633","_20_","80_","25_75","25_75","34.7149248617869, -119.661590164406",3116.22454961,85728.8923964,0.361693,297.956636609529,797.862827662418,1386.70788959704,1300739.31973684,843.655840743215,266.865949771279,18.2250052853634,19.9152635072407,13.031122629266,6.13968415511282,-0.503224941389635,-0.175900804692585,7.09527789166099,34.325403273733,9.12495826921965,86
"694","695",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"80",0,NA,0,"20",NA,NA,"25",0,NA,"QC","40","40","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_HDW","MHW","4","D","2010/07/01","15","55",NA,"75","25","15","3633","_20_","80_","1_25","1_25","34.7208540553871, -119.789937750872",477.317239339,7324.57870685,0.378384,309.757549285889,766.046966552734,1564.55880737305,1156530.046875,1184.43606567383,89.3027198314667,28.2622337341309,18.4555563926697,12.7336112260818,7.0069442987442,0.0111423134803772,0.023917306214571,4.80198267102242,27.8893642425537,8.58387434482574,84
"695","696",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"80",0,NA,0,"20",NA,NA,"25",0,NA,"QC","40","40","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_HDW","MHW","4","D","2010/07/01","15","55",NA,"75","25","15","3633","_20_","80_","25_75","25_75","34.7451511964019, -119.65940814312",475.433518096,8564.9169376,0.753138,295.963256835938,831.850860595703,1387.49827575684,1082698.140625,658.387062072754,134.320614814758,28.5047874450684,19.6391658782959,12.8662501573563,6.09291678667068,-0.286771990358829,-0.0920480079948902,5.64150589704514,35.2386860847473,8.96808779239655,93
"696","697",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"80",0,NA,0,"20",NA,NA,"25",0,NA,"QC","40","40","07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_HDW","MHW","4","D","2010/07/01","15","45",NA,"65","25","07","3634","_20_","80_","0","0","34.705820728754, -119.654090399665",330.0000159,4500.00217292,0.40659,97.9180558522542,706.604115804036,1859.47798665365,1378827.75,975.316691080729,165.568433125814,24.1264994939168,18.8966668446859,13.0800002415975,7.25333340962728,1.27791795134544,0.482198358823856,4.07914058367411,29.4938405354818,8.48975499471029,86
"697","698",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"80",0,NA,0,"20",NA,NA,"25",0,NA,"QC","40","40","07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_HDW","MHW","4","D","2010/07/01","15","45",NA,"65","25","07","3634","_20_","80_","25_75","25_75","34.7071050689747, -119.680073630973",870.000841367,8799.99483594,0.97442,61.2380696402656,751.613586425781,1745.24433051215,1261895.11111111,1090.84997558594,134.981710645888,22.4414872063531,18.2800006866455,12.5100002288818,6.73000001907349,-1.7069815132353,-0.638283256027434,7.47411070929633,29.4958839416504,8.41220993465847,86
"698","699",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"80",0,NA,0,"20",NA,NA,"25",0,NA,"QC","40","40","07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_HDW","MHW","4","D","2010/07/01","15","45",NA,"65","25","07","3634","_20_","80_","25_75","25_75","34.7171255652987, -119.792740606788",1309.99856236,27175.0140524,0.129884,97.0751708984375,751.0052734375,1641.82708740234,1365914.30416667,1230.94995117188,204.200398254395,25.1565907160441,17.8700008392334,12.3699998855591,6.86999988555908,-0.523532444487015,-0.188972980653246,6.3189163684845,26.1609535853068,8.5215358098348,84
"699","700",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"15",0,NA,"QC","20","20","07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","M","2010/07/01","25","15",NA,"45","15","07","3635","_20_","40_","25_75","25_75","34.6984097899763, -119.635506938399",1510.00017209,43175.0107826,0.73435,326.720801840023,704.379059460698,1821.09088010204,1145319.16964286,1034.41003417969,147.72280095548,28.5224285125732,18.1900005340576,12.4399995803833,6.67999982833862,0.0926032044297578,0.0376356804971488,5.04860702339484,27.102255295734,8.29838017054966,84.2857141300124
"700","701",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"15",0,NA,"QC","20","20","07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","M","2010/07/01","25","15",NA,"45","15","07","3635","_20_","40_","25_75","25_75","34.7059140835324, -119.652698558665",599.999028849,13400.0033903,0.15282,311.451835123698,705.577795410156,1837.31717122396,1224157.025,967.150024414062,267.396114095052,27.6032947540283,18.9400005340576,13.1000003814697,7.25,-0.394385677576065,-0.150843297193448,4.93969173431397,29.6550894419352,8.51370283762614,86
"701","702",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"15",0,NA,"QC","20","20","07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","M","2010/07/01","25","15",NA,"45","15","07","3635","_20_","40_","25_75","25_75","34.7049940197664, -119.782226958314",1059.99995048,14524.9984473,0.240975,207.494953409831,769.022859700521,1730.15000813802,1663614.96666667,1183.30004882812,132.373450215658,17.7748856862386,17.6100006103516,12.710000038147,7.80999994277954,-0.488847301403681,-0.202018227552374,5.59402902921041,25.6677758534749,8.66745796203613,84
"702","703",NA,NA,NA,"4","44",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H","MP",NA,NA,"20",0,NA,0,"20",NA,NA,"25",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1997,8,28,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","CON","TM","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","5","P","1997/08/28","25",NA,NA,"25","25",NA,"3651","_20_","20_","75_100","25_75","34.6995606398394, -119.645830685685",1129.99875387,25325.0124351,0.485237,75.6917434419904,699.707164219448,1884.01888166155,1366880.66517857,1105.36931065151,343.669006892613,26.5475735664368,17.5789285387312,12.140714100429,6.69249991008214,0.502562017313072,0.183185999148658,4.72589887891497,26.7793067523411,8.28885228293283,86
"703","704",NA,NA,NA,"4","44",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H","MP",NA,NA,"20",0,NA,0,"20",NA,NA,"25",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1997,8,28,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","CON","TM","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","5","P","1997/08/28","25",NA,NA,"25","25",NA,"3651","_20_","20_","75_100","25_75","34.7169757113526, -119.806099288189",910.00084335,15000.0101717,0.507754,69.5552341673109,675.055029975043,1863.07440863715,1279261.97916667,1260.13000488281,451.885715908474,24.1778737703959,16.75,12.1199998855591,7.48000001907349,-0.837088899273011,-0.304859872079558,6.3184326754676,22.2351947360569,8.48408216900296,84
"704","705",NA,NA,NA,"4","44",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H","MP",NA,NA,"20",0,NA,0,"20",NA,NA,"25",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1997,8,28,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","CON","TM","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","5","P","1997/08/28","25",NA,NA,"25","25",NA,"3651","_20_","20_","75_100","75_100","34.7176224064546, -119.810845317412",649.999830994,15649.9976264,0.0334982,33.9249738244449,706.593254538143,1950.59914263557,1356727.88970588,1260.13000488281,252.786282371072,20.2384194205789,16.75,12.1199998855591,7.48000001907349,-0.21909546267296,-0.0788074570762761,5.44359762528363,21.8890137391932,8.51403645908131,84
"705","706",NA,NA,NA,"4","44",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H","MP",NA,NA,"20",0,NA,0,"20",NA,NA,"25",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1997,8,28,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","CON","TM","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","5","S","1997/08/28","15",NA,NA,"15","25",NA,"3652","_20_","20_","75_100","1_25","34.6987201164194, -119.645992607776",599.998428622,10325.0017036,0.125679,62.0884358088175,700.960393269857,1917.00892130534,1323532.08333333,1107.61336263021,435.494472503662,27.3387462298075,17.5533332824707,12.1299997965495,6.69666655858358,0.227125374648798,0.0897023238164062,4.80611956119537,26.5018485387166,8.27476088205973,86
"706","707",NA,NA,NA,"4","44",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H","MP",NA,NA,"20",0,NA,0,"20",NA,NA,"25",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1997,8,28,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","CON","TM","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","5","S","1997/08/28","15",NA,NA,"15","25",NA,"3652","_20_","20_","75_100","25_75","34.7163290794843, -119.805936801115",600.001228576,9325.00373367,0.273825,45.8841547532515,671.572432084517,1897.71282404119,1224471.10227273,1260.13000488281,291.363368641246,27.6983196952126,16.75,12.1199998855591,7.48000001907349,0.00484705851836638,-0.0127927227453752,5.08590706911954,22.1816484277899,8.47316958687522,84
"707","708",NA,NA,NA,"4","44",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H","MP",NA,NA,"20",0,NA,0,"20",NA,NA,"25",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1997,8,28,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","CON","TM","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","5","S","1997/08/28","15",NA,NA,"15","25",NA,"3652","_20_","20_","75_100","25_75","34.7165937468971, -119.803484477848",1310.00136246,38200.0099207,0.60974,92.656823228706,687.106095747514,1862.14188454368,1251038.91477273,1237.88315651634,416.931378451261,24.3453660228036,17.4299993515015,12.7304544015364,8.02090932022442,0.0999416764825583,0.032254651107492,5.13347983902151,22.7266777645458,8.65484757856889,84
"708","709",NA,NA,NA,"4","44",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H","MP",NA,NA,"20",0,NA,0,"20",NA,NA,"15",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","CON","NAIP","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","P","2010/07/01","25",NA,NA,"25","15",NA,"3653","_20_","20_","25_75","25_75","34.6988650382501, -119.661540298964",370.611061634,5623.15152089,0.462936,302.858263288225,708.668090820312,1827.39433942522,1449330.73214286,1165.43994140625,262.252692086356,17.9674701690674,17.6900005340576,12.1899995803833,6.69000005722046,0.126660549214908,0.0584055574644091,6.09129449299404,26.8309364318848,8.29667936052595,86
"709","710",NA,NA,NA,"4","44",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H","MP",NA,NA,"20",0,NA,0,"20",NA,NA,"15",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","CON","NAIP","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","P","2010/07/01","25",NA,NA,"25","15",NA,"3653","_20_","20_","25_75","25_75","34.7075341773871, -119.787318506965",570.001627202,7725.00524001,0.321414,205.983700222439,744.993320041233,1792.98304578993,1632720.45833333,1193.24670410156,182.347175598145,13.1699414518144,17.6133340199788,12.7466665903727,7.87666670481364,-0.313765898346901,-0.148795232176781,5.72265614403619,24.309838824802,8.77450222439236,84
"710","711",NA,NA,NA,"4","44",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H","MP",NA,NA,"20",0,NA,0,"20",NA,NA,"15",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","CON","NAIP","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","P","2010/07/01","25",NA,NA,"25","15",NA,"3653","_20_","20_","75_100","75_100","34.7093495176732, -119.80161171986",859.999940941,17600.0139211,0.744305,62.8360627174377,704.441836547852,1847.31626586914,1360844.11875,1242.34997558594,172.500183057785,19.3332521915436,17.4200000762939,12.8500003814697,8.27000045776367,-0.725990792782977,-0.279621550440788,5.62700705528259,22.597452545166,8.67999382019043,84
